x1,x2,x3,x4,x5,x6,x7,x8
65.90659,5.730573,22.20222,25.58256,34.07341,3.370337,18.53185,36.62366
32.36324,93.86939,17.22172,0.160016,6.60066,39.954,63.44634,30.36304
28.88289,1.730173,48.14481,26.50265,44.26443,27.9928,28.41284,37.64376
57.48575,71.23712,94.85949,97.18972,5.440544,52.84528,4.40044,29.60296
73.13731,40.30403,48.08481,4.20042,29.72297,32.0132,61.9562,41.57416
74.30743,10.89109,51.23512,29.23292,57.21572,12.9513,68.38684,6.930693
52.10521,59.72597,88.69887,72.42724,41.56416,33.36334,3.030303,8.640864
6.240624,8.630863,94.73947,21.88219,98.18982,80.72807,11.13111,16.60166
4.020402,27.59276,85.17852,85.83858,80.58806,74.45745,50.9751,10.79108
95.55956,89.71897,50.85509,6.920692,1.450145,22.37224,55.25553,26.41264
21.0321,65.77658,16.22162,4.310431,78.9579,28.86289,71.40714,16.0416
15.86159,53.31533,10.77108,38.16382,41.69417,61.63616,73.55736,8.60086
54.27543,67.34673,55.64556,28.26283,62.60626,63.44634,44.28443,8.170817
31.47315,29.50295,51.60516,0.270027,81.94819,4.0004,9.810981,93.35934
49.37494,78.9979,81.0081,85.07851,53.64536,94.68947,28.33283,46.50465
54.63546,9.040904,81.41814,46.0146,70.32703,82.9683,2.360236,60.73607
18.74187,38.9839,44.42444,38.48385,87.27873,83.36834,22.44224,93.49935
80.73807,79.52795,12.0412,96.94969,0.30003,55.9556,52.70527,22.60226
28.9829,28.80288,19.66197,21.93219,56.33563,41.89419,56.45565,38.26383
17.79178,10.67107,67.15672,48.90489,56.0056,66.9567,93.74937,20.28203
71.66717,18.47185,87.29873,89.25893,12.49125,18.08181,74.27743,24.09241
9.50095,84.39844,88.06881,9.50095,1.770177,48.0248,67.63676,9.960996
25.65257,18.0218,60.83608,20.32203,15.32153,26.63266,35.48355,33.87339
70.67707,3.680368,82.9883,47.42474,98.64986,70.78708,20.69207,88.76888
86.71867,3.90039,88.59886,1.430143,70.10701,3.590359,68.28683,22.51225
10.77108,13.32133,30.51305,94.42944,56.27563,56.60566,29.0229,25.34253
19.61196,24.40244,15.32153,54.9955,0.490049,0.190019,95.27953,13.54135
87.80878,32.42324,70.77708,79.69797,19.23192,27.66277,19.18192,67.15672
33.9534,60.27603,63.68637,74.85749,35.52355,82.44824,24.47245,13.75138
9.150915,45.59456,51.92519,90.68907,86.58866,24.74247,86.81868,6.630663
95.72957,12.34123,4.710471,78.39784,31.89319,45.54455,20.30203,15.44154
16.19162,3.870387,28.0128,8.580858,55.43554,92.57926,50.37504,26.12261
20.79208,51.11511,81.54815,92.48925,54.84548,48.32483,24.70247,22.18222
9.930993,18.91189,31.52315,75.64756,30.94309,43.66437,41.69417,44.22442
55.76558,96.54965,75.36754,41.66417,26.81268,67.63676,23.0423,79.86799
16.06161,4.280428,77.83778,48.33483,57.34573,33.62336,62.15622,49.82498
5.960596,10.79108,10.13101,7.940794,14.57146,24.15242,93.84938,28.91289
43.52435,33.79338,25.90259,1.180118,31.53315,53.37534,31.36314,22.22222
81.07811,53.15532,59.06591,49.24492,7.670767,70.31703,37.33373,50.09501
40.9741,4.270427,66.64666,62.48625,63.94639,7.570757,3.250325,58.69587
20.67207,3.550355,76.49765,52.70527,68.14681,74.40744,81.35814,49.955
81.28813,2.60026,9.970997,83.75838,94.25943,86.90869,25.9526,39.35394
58.60586,28.54285,47.58476,29.963,31.77318,92.82928,21.08211,25.75258
57.33573,48.28483,99.20992,70.16702,9.420942,85.0385,44.86449,25.90259
42.09421,60.026,32.82328,73.07731,72.49725,15.53155,11.36114,73.49735
70.58706,42.06421,75.58756,62.10621,46.59466,29.89299,8.030803,97.93979
31.37314,20.10201,19.47195,90.84908,40.25403,57.9958,43.51435,11.56116
83.13831,10.50105,49.48495,8.670867,17.51175,78.9679,7.040704,96.47965
69.40694,73.36734,37.07371,90.59906,38.0338,12.51125,51.14511,35.26353
54.83548,28.28283,0.630063,42.76428,26.52265,67.92679,17.46175,84.33843
84.28843,17.9918,79.72797,63.43634,49.58496,45.22452,6.370637,80.29803
54.64546,18.06181,31.84318,12.52125,20.26203,47.62476,7.470747,8.80088
27.94279,75.9576,90.71907,71.9972,44.89449,13.76138,32.0432,29.29293
9.190919,11.32113,75.85759,11.62116,70.45705,71.51715,65.85659,37.40374
0,0,0,0,0,0,100,0
40.53405,82.52825,68.14681,36.24362,62.9663,96.72967,31.44314,89.39894
91.20912,18.66187,77.0477,81.18812,24.80248,71.79718,9.710971,17.0417
41.46415,57.13571,51.75518,35.14351,18.06181,17.65177,63.84638,26.23262
16.67167,70.51705,57.35574,1.470147,80.15802,65.15652,23.58236,77.35774
18.57186,97.9798,19.55196,12.56126,58.62586,88.82888,95.36954,47.36474
28.9629,27.36274,6.30063,36.56366,70.60706,39.60396,54.82548,6.620662
11.88119,20.23202,39.90399,10.65107,32.62326,7.60076,19.91199,30.50305
10.51105,2.010201,35.42354,75.08751,48.30483,61.0061,10.94109,79.78798
43.27433,17.53175,2.880288,27.70277,40.9541,16.39164,3.010301,71.38714
94.0094,9.550955,61.18612,70.19702,37.05371,92.39924,9.650965,13.29133
26.94269,40.25403,64.34643,78.89789,19.32193,32.0032,37.05371,28.24282
2.510251,15.70157,9.490949,48.0348,64.82648,75.34753,31.26313,10.83108
20.94209,37.39374,94.84948,11.07111,34.27343,43.0043,27.53275,33.11331
67.20672,4.460446,13.07131,90.66907,78.30783,29.57296,7.030703,69.85699
83.91839,10.88109,87.33873,62.14621,19.962,76.69767,63.81638,30.71307
24.15242,59.93599,28.49285,6.460646,83.67837,17.72177,22.17222,41.14411
63.41634,15.83158,26.26263,92.24922,88.37884,88.9689,16.40164,73.31733
40.75408,41.66417,57.64576,25.87259,45.57456,28.07281,7.550755,45.9546
19.34193,36.86369,40.61406,92.57926,9.830983,0.630063,5.220522,84.21842
38.74387,41.54415,34.47345,99.53995,53.94539,15.05151,64.64646,21.73217
15.62156,36.40364,45.68457,47.79478,40.45405,39.33393,84.89849,0.670067
53.61536,36.12361,82.90829,20.64206,45.27453,44.78448,34.13341,16.25163
38.42384,92.23922,83.24832,58.9659,28.58286,82.9583,12.40124,47.16472
95.0395,6.720672,98.30983,69.997,52.40524,99.70997,18.0318,3.890389
80.36804,77.65777,13.15132,24.85249,7.730773,67.87679,12.80128,71.88719
78.73787,22.0422,2.710271,73.61736,40.67407,13.93139,49.43494,12.61126
63.67637,1.70017,74.07741,78.49785,78.56786,46.18462,17.48175,35.76358
17.09171,50.50505,64.79648,75.31753,9.360936,74.05741,22.71227,71.86719
60.90609,55.47555,56.64566,61.15612,10.54105,4.560456,72.46725,9.560956
16.81168,33.10331,53.80538,6.640664,68.0068,78.23782,35.76358,14.74147
37.18372,28.59286,31.18312,50.27503,95.52955,92.26923,8.260826,59.29593
32.64326,20.57206,96.9997,2.650265,15.91159,68.83688,7.990799,78.39784
41.9942,27.19272,9.720972,88.79888,24.07241,42.60426,47.44474,13.56136
50.32503,90.29903,81.40814,59.38594,33.80338,41.22412,53.53535,4.050405
21.85219,57.44574,21.9922,78.62786,20.89209,38.70387,34.74347,5.390539
50.37504,44.81448,76.79768,11.05111,22.16222,8.420842,23.31233,18.47185
57.43574,40.40404,99.34993,24.16242,17.58176,51.93519,25.53255,67.78678
71.0371,17.54175,52.56526,54.46545,74.41744,60.37604,20.9821,77.83778
38.86389,41.17412,90.67907,54.59546,86.0486,38.9839,55.24552,19.23192
88.0288,45.24452,74.9675,81.55816,10.89109,38.43384,7.660766,46.61466
41.88419,97.82978,72.87729,3.030303,26.39264,73.09731,57.27573,11.62116
38.41384,21.06211,83.67837,94.48945,38.61386,77.34773,39.88399,2.420242
12.29123,41.51415,47.85479,83.34833,74.67747,18.31183,42.14421,34.44344
58.66587,4.990499,27.17272,59.63596,56.21562,1.280128,22.78228,21.06211
34.90349,55.87559,66.52665,37.82378,90.33903,4.870487,60.25603,35.34353
42.77428,70.9671,77.37774,4.760476,73.9874,8.980898,98.05981,18.52185
63.24632,16.83168,35.94359,40.64406,75.28753,72.35724,8.40084,67.40674
7.40074,89.91899,39.62396,68.46685,5.050505,32.68327,65.46655,27.0127
26.64266,26.81268,71.39714,18.10181,63.69637,29.48295,29.23292,81.43814
10.37104,52.49525,47.88479,46.40464,74.32743,79.31793,88.28883,44.93449
49.34493,0.790079,20.20202,54.08541,97.89979,21.63216,33.23332,48.79488
99.67997,51.13511,82.40824,77.53775,0.420042,83.30833,28.84288,35.31353
67.53675,31.26313,45.61456,51.91519,23.75238,54.47545,36.63366,52.18522
2.730273,22.75228,50.52505,33.73337,28.44284,38.19382,47.39474,29.08291
73.94739,7.640764,80.23802,29.17292,92.23922,87.77878,3.450345,7.10071
33.19332,16.43164,50.67507,10.69107,48.0048,96.35964,67.88679,36.76368
12.9813,82.12821,17.63176,34.72347,20.042,56.54565,66.58666,42.82428
46.0446,71.33713,53.74537,82.16822,49.83498,51.69517,10.66107,60.71607
24.35244,20.67207,35.29353,49.78498,35.37354,42.67427,57.40574,32.86329
9.880988,27.47275,42.9843,19.15192,36.50365,70.83708,62.41624,19.27193
42.49425,18.82188,51.0051,16.41164,21.87219,79.08791,50.62506,33.63336
20.53205,9.710971,89.64896,77.13771,89.80898,49.78498,21.9622,7.960796
34.0434,33.42334,22.32223,40.70407,68.71687,4.850485,35.05351,26.54265
33.36334,96.63966,98.9999,74.40744,15.54155,60.61606,6.730673,69.61696
91.72917,8.660866,91.65917,64.22642,50.64506,76.76768,9.240924,61.40614
1.240124,12.93129,63.35634,24.28243,84.45845,46.23462,82.40824,44.24442
82.88829,0.140014,67.55676,27.59276,73.18732,88.05881,28.68287,22.59226
11.93119,7.920792,70.31703,16.08161,59.06591,7.610761,14.9915,5.180518
74.49745,89.72897,90.78908,99.67997,11.9512,66.9667,17.06171,43.36434
72.62726,22.11221,21.54215,17.87179,41.40414,51.54515,19.77198,24.62246
50.90509,95.42954,86.44864,46.66467,45.66457,15.60156,38.45385,30.92309
10.69107,39.15392,67.49675,11.94119,67.92679,0.990099,2.020202,50.67507
12.18122,33.86339,37.0237,78.35784,97.06971,5.810581,92.58926,2.910291
47.57476,97.35974,34.57346,23.54235,40.68407,65.36654,18.57186,42.14421
71.84718,75.69757,38.42384,68.43684,9.040904,95.17952,60.73607,0.380038
37.51375,71.41714,62.93629,79.58796,61.76618,90.73907,11.37114,14.78148
13.9614,53.0053,50.42504,74.90749,86.68867,74.49745,12.48125,26.22262
14.0014,9.250925,59.966,83.90839,13.12131,6.620662,84.16842,4.440444
53.9554,14.17142,18.9519,9.790979,59.20592,11.55116,27.60276,7.770777
37.9838,48.90489,26.66267,49.985,49.57496,83.17832,23.9724,16.73167
25.31253,95.25953,23.82238,99.50995,37.51375,71.89719,11.33113,14.51145
50.9651,11.87119,32.81328,87.67877,16.65167,61.82618,44.81448,51.06511
53.0453,15.17152,43.0143,94.35944,57.54575,9.960996,22.13221,77.81778
50.55506,56.69567,59.62596,72.77728,3.60036,87.67877,40.56406,26.0326
29.84298,82.58826,64.84648,27.07271,29.69297,55.57556,19.72197,33.28333
16.17162,49.66497,13.23132,39.26393,86.26863,24.80248,95.44954,18.12181
73.9774,67.33673,74.56746,21.17212,16.14161,25.80258,58.9559,1.210121
45.52455,37.16372,57.43574,14.54145,11.37114,19.93199,16.71167,30.25303
9.310931,87.54875,26.87269,59.86599,14.39144,41.24412,39.974,42.66427
66.78668,21.45215,25.24252,58.92589,64.29643,38.30383,12.0312,67.19672
17.19172,14.26143,59.65597,59.17592,73.29733,4.20042,56.90569,0.620062
69.75698,92.92929,62.05621,5.760576,20.9921,53.74537,62.25623,0.480048
30.46305,4.230423,59.56596,90.29903,41.90419,7.410741,73.07731,45.54455
31.06311,43.39434,3.360336,97.17972,14.22142,82.78828,51.68517,31.72317
80.82808,13.9714,84.49845,55.05551,85.83858,58.9759,19.84198,62.89629
41.86419,24.71247,20.11201,31.36314,38.89389,67.83678,20.33203,6.650665
42.18422,7.170717,5.910591,10.46105,25.26253,2.450245,28.75288,95.75958
39.14391,17.92179,16.61166,78.91789,62.73627,69.12691,14.18142,65.59656
48.77488,21.51215,80.88809,20.05201,48.18482,45.47455,47.72477,38.75388
79.12791,17.20172,30.80308,45.65457,24.35244,47.92479,54.05541,4.60046
28.81288,39.81398,53.11531,45.58456,30.90309,65.78658,57.33573,35.65357
86.33863,75.58756,9.480948,31.28313,6.580658,65.52655,26.81268,47.9948
50.88509,4.080408,30.69307,82.32823,32.21322,24.31243,11.44114,46.34463
7.810781,5.720572,75.52755,37.77378,31.10311,12.29123,70.42704,13.26133
28.58286,15.9716,95.13951,83.82838,77.16772,52.53525,4.920492,52.69527
36.10361,46.39464,3.950395,30.44304,69.16692,67.09671,19.75198,18.34183
44.87449,89.63896,56.16562,62.90629,63.9564,52.36524,38.93389,7.270727
53.08531,50.14501,37.37374,78.37784,73.54735,1.270127,39.81398,31.43314
45.24452,51.16512,2.050205,35.76358,38.24382,55.0155,11.84118,68.34683
52.87529,38.65387,45.0045,94.49945,70.67707,79.81798,36.31363,27.78278
32.61326,68.34683,75.41754,64.0064,14.9815,0.490049,9.870987,88.91889
49.07491,8.840884,89.89899,90.09901,68.9969,11.42114,82.75828,13.9714
51.92519,51.45515,47.81478,63.51635,37.90379,62.39624,56.62566,40.05401
88.71887,11.86119,4.510451,43.43434,20.63206,89.24892,21.43214,30.53305
35.82358,80.46805,17.88179,59.89599,80.41804,1.520152,89.35894,19.19192
73.48735,27.87279,54.13541,90.10901,24.9625,58.39584,3.690369,19.39194
50.70507,59.55596,56.77568,38.79388,51.28513,15.92159,8.570857,85.39854
32.66327,33.46335,70.06701,3.730373,47.42474,74.23742,26.42264,8.730873
59.82598,23.19232,64.20642,95.85959,19.86199,28.76288,19.89199,8.790879
40.78408,40.39404,59.77598,30.26303,8.930893,15.70157,2.780278,69.16692
98.79988,10.41104,31.45315,22.18222,48.63486,96.64966,27.59276,51.40514
49.41494,47.40474,81.46815,51.06511,15.9916,41.37414,10.46105,0.410041
62.47625,71.16712,95.19952,36.75368,5.730573,9.650965,8.050805,69.15692
22.52225,3.590359,39.51395,56.93569,30.21302,58.82588,4.530453,90.85909
20.54205,52.07521,66.10661,91.23912,17.13171,81.12811,50.63506,24.23242
70.82708,83.24832,26.46265,57.9958,30.08301,24.28243,11.68117,40.23402
33.28333,45.67457,95.17952,74.37744,58.52585,20.48205,13.50135,58.79588
84.61846,36.9837,90.83908,30.32303,18.58186,31.35314,53.37534,34.66347
9.940994,71.54715,42.70427,41.59416,56.88569,5.80058,88.23882,45.79458
66.70667,0.030003,56.82568,86.20862,80.14801,53.21532,68.69687,2.160216
16.14161,90.25903,93.25933,89.20892,23.87239,77.9978,50.65507,5.70057
21.42214,79.76798,56.9657,6.880688,75.57756,25.06251,44.48445,44.09441
42.62426,14.64146,46.87469,10.63106,95.12951,38.36384,19.08191,27.15272
33.46335,74.85749,1.590159,62.06621,4.360436,52.52525,20.56206,85.83858
83.90839,48.42484,13.0113,43.74437,1.460146,34.56346,17.80178,17.09171
9.520952,36.46365,58.47585,84.0484,84.11841,2.010201,90.49905,8.150815
29.31293,45.31453,80.54805,27.17272,34.68347,19.34193,13.9514,31.52315
14.45145,67.83678,49.0049,51.69517,96.28963,73.52735,71.92719,19.29193
61.77618,89.31893,24.83248,65.91659,45.46455,33.44334,6.380638,15.33153
5.820582,29.17292,83.78838,91.17912,23.07231,6.760676,22.75228,85.0085
64.73647,46.0046,86.11861,52.94529,54.81548,92.54925,12.62126,89.80898
73.0173,23.81238,21.66217,75.94759,30.9731,88.86889,28.92289,42.67427
26.79268,17.93179,3.040304,22.90229,14.73147,49.37494,27.93279,29.92299
16.77168,89.52895,88.25883,48.91489,48.9749,18.41184,32.08321,82.08821
13.88139,68.62686,33.50335,85.54855,53.78538,53.86539,22.16222,60.27603
58.29583,8.450845,82.67827,76.30763,56.25563,48.73487,27.9628,69.66697
18.75188,20.20202,95.45955,17.35174,95.76958,38.39384,30.9731,68.11681
33.14331,84.87849,93.82938,45.68457,82.27823,91.56916,10.75108,11.82118
16.15162,86.09861,34.21342,36.57366,9.170917,93.14931,1.930193,38.09381
29.69297,1.360136,53.39534,91.29913,2.990299,16.50165,92.35924,35.68357
49.65497,49.67497,61.12611,90.93909,57.0157,66.79668,28.73287,4.860486
17.90179,32.93329,32.41324,31.26313,15.84158,16.10161,4.390439,33.0233
22.49225,4.750475,64.57646,7.680768,81.52815,44.71447,12.42124,5.080508
21.9722,22.43224,31.21312,74.31743,43.40434,83.09831,26.34263,77.91779
21.24212,83.88839,85.23852,4.450445,66.54665,28.31283,37.36374,49.93499
65.60656,63.60636,35.59356,83.51835,12.52125,12.72127,56.38564,9.450945
58.9859,4.250425,8.840884,9.150915,77.46775,46.82468,8.0008,12.9613
49.52495,65.14651,77.51775,80.68807,37.0337,69.20692,12.9713,63.43634
66.58666,12.9913,32.0432,38.91389,61.60616,66.24662,25.46255,38.27383
63.14631,40.59406,17.79178,53.70537,18.84188,75.0175,11.29113,98.9699
13.77138,55.54555,28.18282,36.9737,36.71367,93.9994,82.62826,41.33413
0.310031,10.48105,45.10451,65.83658,41.64416,70.54705,38.41384,7.410741
42.75428,30.61306,25.12251,23.58236,96.49965,66.88669,26.25263,81.36814
60.40604,83.47835,6.530653,52.62526,46.92469,11.60116,68.05681,12.26123
45.85459,95.84958,1.210121,90.49905,45.16452,43.55436,27.43274,30.40304
70.84708,81.38814,27.25273,16.34163,34.26343,73.22732,33.44334,48.0248
78.0278,87.83878,22.9623,46.37464,4.50045,63.87639,20.40204,94.71947
60.07601,19.32193,13.29133,90.50905,22.36224,20.31203,50.71507,18.87189
66.48665,27.13271,31.0231,51.78518,60.76608,18.94189,93.21932,16.0016
7.410741,28.56286,6.920692,64.08641,58.0458,21.41214,45.9546,21.18212
17.07171,70.64706,26.21262,10.77108,80.52805,21.9522,32.90329,88.82888
30.14301,8.60086,97.9698,24.69247,21.33213,85.16852,50.78508,20.73207
29.43294,99.21992,77.50775,82.55826,76.20762,17.49175,79.66797,25.77258
74.52745,35.59356,83.83838,70.94709,19.17192,54.57546,25.18252,47.9848
34.61346,4.050405,32.11321,12.05121,46.0346,85.84858,31.0431,9.0009
82.41824,27.46275,95.74957,51.0151,14.32143,15.24152,68.84688,34.18342
29.11291,31.62316,65.52655,17.80178,35.64356,64.12641,60.59606,42.9743
24.59246,18.26183,75.0375,76.27763,87.11871,60.54605,49.22492,10.84108
37.05371,11.49115,87.37874,43.0043,11.53115,51.16512,54.66547,20.71207
30.30303,11.23112,9.850985,47.50475,50.76508,48.79488,47.82478,52.90529
49.16492,2.590259,98.65987,47.94479,79.69797,70.71707,7.10071,28.43284
73.0073,4.130413,99.26993,32.79328,37.0037,49.90499,6.340634,93.56936
43.89439,3.920392,88.18882,68.54685,91.16912,56.16562,60.92609,42.35424
21.31213,28.17282,81.35814,9.10091,16.15162,27.62276,63.59636,2.670267
46.61466,73.71737,96.62966,38.24382,78.41784,77.51775,40.67407,3.240324
61.56616,16.22162,99.44994,13.68137,41.55416,16.9617,26.16262,26.20262
59.25593,61.64616,63.93639,68.53685,0.970097,8.070807,26.57266,70.37704
34.73347,47.43474,30.19302,40.17402,80.9881,10.73107,95.84958,15.9916
72.22722,39.0139,85.78858,11.65117,39.19392,31.09311,12.47125,68.78688
89.91899,40.66407,60.75608,90.69907,19.41194,19.59196,34.10341,16.17162
55.32553,27.27273,1.160116,81.0481,99.68997,4.520452,97.69977,14.34143
44.57446,13.43134,96.88969,92.87929,18.39184,18.92189,16.22162,88.0388
37.86379,16.45165,9.670967,34.15342,72.82728,41.78418,25.0325,60.45605
36.37364,70.87709,12.23122,22.78228,33.63336,59.37594,21.86219,73.42734
51.9652,55.55556,11.9712,35.23352,55.35554,45.63456,51.11511,38.43384
52.0052,20.50205,73.25733,93.37934,28.64286,29.50295,65.81658,41.13411
66.9667,5.080508,67.39674,18.33183,14.0014,36.72367,52.68527,2.070207
17.64176,36.14361,0.580058,48.79488,65.92659,85.93859,66.40664,42.34423
46.29463,0.180018,88.33883,98.79988,18.75188,87.66877,21.0421,22.87229
52.70527,63.0163,76.62766,12.28123,4.750475,1.590159,70.51705,1.440144
30.45305,17.88179,16.9617,69.76698,99.23992,57.25573,8.910891,88.38884
44.52445,34.70347,96.08961,87.71877,70.23702,76.61766,30.59306,27.55276
37.34373,53.0253,71.37714,78.70787,37.33373,77.50775,26.15262,2.930293
84.73847,27.79278,82.82828,44.38444,30.12301,84.9585,38.0238,24.24242
68.9969,25.73257,48.93489,97.74977,49.93499,91.76918,39.74397,42.49425
19.48195,15.45155,31.89319,59.34593,75.0075,28.09281,6.270627,68.73687
16.65167,54.72547,41.17412,46.91469,26.78268,23.69237,89.27893,29.65297
79.32793,10.81108,7.20072,40.68407,3.490349,85.69857,5.530553,85.72857
48.85489,86.75868,2.480248,16.9917,57.78578,74.9675,30.85309,17.43174
17.44174,96.12961,47.13471,98.94989,70.27703,60.23602,93.9994,47.21472
25.67257,64.11641,23.11231,71.66717,3.460346,19.63196,4.220422,98.90989
34.59346,20.65207,38.05381,76.22762,70.15702,48.9749,45.80458,34.93349
28.45285,72.91729,70.53705,26.9727,94.18942,5.330533,46.37464,27.87279
17.14171,58.49585,45.84458,10.9811,97.42974,18.0018,24.76248,25.67257
95.79958,79.70797,47.12471,51.14511,3.90039,60.17602,23.85239,52.94529
56.64566,64.57646,52.41524,2.030203,34.71347,89.71897,11.38114,14.16142
83.33833,24.78248,84.74847,10.041,46.42464,58.16582,17.35174,94.05941
75.28753,34.06341,1.530153,81.93819,12.63126,64.56646,70.18702,25.18252
17.9918,72.9673,61.52615,11.45115,50.035,84.92849,4.190419,80.64806
66.52665,29.55296,25.27253,32.49325,57.53575,92.25923,15.10151,71.46715
24.74247,20.90209,77.41774,71.0471,47.61476,77.37774,16.0316,35.19352
20.05201,2.870287,94.52945,70.63706,84.67847,78.72787,32.24322,4.930493
67.28673,5.070507,75.9576,74.21742,33.90339,22.92229,33.0433,17.71177
64.0464,15.05151,28.34283,87.19872,96.67967,2.820282,11.62116,65.76658
11.77118,10.86109,60.69607,92.79928,42.27423,29.35294,77.17772,17.84178
31.49315,37.58376,69.89699,4.580458,7.480748,6.10061,34.30343,37.68377
22.9823,41.14411,32.0232,9.190919,43.9544,74.11741,44.72447,16.33163
13.78138,34.84348,68.66687,67.07671,91.26913,19.24192,15.21152,34.84348
37.78378,33.9934,18.47185,97.20972,79.19792,2.570257,32.14321,26.87269
24.85249,28.47285,64.18642,87.80878,54.28543,8.320832,6.230623,87.52875
48.9649,6.90069,1.50015,13.21132,48.0248,18.05181,35.64356,1.140114
38.48385,50.60506,20.9921,55.52555,58.45585,2.740274,71.73717,33.15332
45.57456,31.9632,66.90669,80.88809,52.46525,45.69457,52.69527,25.0325
9.210921,9.170917,27.78278,23.0423,72.48725,8.350835,72.51725,52.40524
63.61636,61.91619,74.43744,22.26223,27.16272,5.320532,9.770977,28.93289
22.10221,28.62286,76.92769,67.0367,17.14171,93.32933,22.89229,21.56216
47.67477,51.73517,82.38824,6.910691,71.20712,0.520052,52.94529,29.55296
43.10431,74.78748,43.61436,21.54215,31.78318,18.07181,51.17512,10.85109
13.73137,15.85159,61.0261,23.0023,34.57346,46.92469,53.9654,40.72407
13.72137,62.49625,35.9836,54.49545,82.92829,78.71787,75.80758,6.540654
21.67217,49.29493,20.26203,34.9535,12.19122,49.56496,52.42524,4.40044
58.86589,42.23422,89.14891,29.87299,12.81128,89.69897,20.75208,67.10671
23.76238,35.74357,15.92159,55.37554,4.580458,31.0031,29.08291,61.90619
82.70827,0.660066,23.71237,23.83238,61.53615,36.45365,20.89209,27.0027
14.76148,22.19222,71.66717,18.67187,92.0092,74.0174,45.23452,34.07341
35.86359,56.45565,77.19772,87.06871,24.65247,1.860186,48.43484,5.920592
25.63256,38.42384,16.13161,72.92729,81.71817,34.82348,9.170917,67.29673
84.31843,6.050605,65.34653,81.52815,49.48495,84.31843,18.9519,66.72667
47.72477,16.33163,59.84598,65.18652,37.83378,44.41444,16.9717,43.9844
78.05781,44.24442,77.33773,95.56956,12.79128,50.39504,19.05191,10.39104
29.32293,2.860286,10.19102,66.49665,48.10481,87.85879,74.44744,51.9652
54.28543,79.84798,74.58746,94.69947,10.011,95.92959,62.9663,11.23112
27.87279,39.60396,14.82148,37.0237,28.14281,35.92359,29.93299,8.460846
72.87729,79.94799,5.130513,72.45725,16.28163,33.75338,37.23372,6.490649
12.84128,64.9565,19.94199,43.83438,12.94129,8.960896,14.42144,20.06201
15.9516,94.79948,38.27383,5.040504,17.63176,19.44194,23.44234,81.85819
94.58946,74.16742,10.42104,69.84698,0.670067,79.57796,3.460346,44.33443
15.40154,73.21732,88.14881,49.49495,32.93329,72.49725,22.57226,11.67117
36.80368,21.35214,70.65707,10.32103,89.41894,8.530853,93.23932,10.9811
42.0342,49.37494,45.86459,70.48705,85.73857,60.48605,52.20522,8.210821
74.55746,5.510551,18.30183,64.37644,50.16502,91.65917,14.60146,72.35724
74.59746,16.89169,96.20962,89.41894,55.26553,66.22662,29.80298,14.81148
9.350935,35.86359,32.94329,56.35564,53.06531,42.19422,5.270527,13.14131
49.76498,44.21442,32.14321,52.19522,83.23832,1.260126,9.990999,82.56826
29.49295,25.91259,30.27303,94.79948,98.0198,15.80158,70.94709,7.780778
36.11361,39.21392,89.87899,6.380638,43.0443,21.58216,13.15132,25.12251
42.82428,57.42574,32.59326,92.70927,98.34983,66.25663,39.15392,29.953
43.69437,43.0343,94.23942,20.92209,68.33683,35.62356,34.65347,38.10381
0.810081,9.480948,99.49995,37.06371,51.0151,31.87319,49.955,25.20252
21.51215,65.11651,10.40104,74.0074,56.47565,73.87739,16.12161,45.57456
10.90109,38.74387,29.24292,9.920992,44.48445,7.060706,18.39184,15.55156
21.55216,10.76108,92.38924,49.68497,54.19542,11.08111,30.88309,97.46975
47.84478,12.18122,58.46585,19.78198,9.630963,93.21932,37.22372,41.47415
18.09181,77.06771,54.05541,11.11111,63.08631,1.310131,9.70097,11.53115
77.61776,28.27283,40.41404,31.05311,40.57406,59.93599,41.50415,18.05181
8.90089,60.87609,58.36584,59.61596,32.10321,34.08341,53.39534,44.32443
2.140214,16.92169,87.12871,26.85269,83.73837,56.18562,63.58636,19.09191
51.52515,58.73587,49.43494,70.93709,17.11171,19.18192,7.220722,2.270227
67.56676,73.26733,78.22782,60.68607,20.9721,80.67807,45.0145,24.68247
33.33333,18.70187,73.09731,51.53515,80.85809,71.15712,15.87159,66.0466
26.42264,26.79268,48.51485,28.46285,83.70837,15.23152,86.47865,41.9742
49.0049,41.9842,83.40834,15.86159,51.38514,43.31433,46.63466,22.61226
33.60336,89.12891,73.39734,98.37984,64.9665,9.380938,3.310331,86.18862
71.0171,42.64426,58.89589,22.15222,21.21212,42.87429,64.55646,45.51455
18.85189,12.73127,69.63696,84.08841,52.89529,37.77378,95.77958,20.20202
88.89889,1.920192,7.390739,37.59376,31.0431,29.87299,21.70217,22.65227
54.0354,67.69677,41.09411,87.91879,38.67387,27.84278,19.83198,19.69197
12.21122,15.59156,30.44304,87.13871,22.0322,44.34443,71.53715,50.93509
63.70637,0.050005,1.80018,24.9725,85.86859,90.57906,18.52185,80.41804
14.0314,77.90779,50.045,37.0137,3.520352,50.015,31.71317,19.41194
28.14281,94.16942,63.23632,86.39864,35.70357,58.50585,22.05221,20.52205
93.50935,6.140614,86.16862,95.9596,43.24432,17.08171,70.66707,23.9824
3.410341,19.79198,0.380038,92.19922,11.47115,11.63116,24.10241,60.26603
22.93229,13.23132,15.45155,33.06331,14.69147,26.20262,20.13201,52.19522
88.55886,13.10131,17.10171,65.61656,12.0412,20.46205,32.44324,46.35464
